Charge,Count,Percent,Category(1 violent or 0 non violent)
463(A) PC-BURG/ETC DURING STATE OF EMERG/ETC,108.0,1.958641117e-05,0
289(B) PC-SEX PEN:FRGN OBJ/ETC:VIC INCAPABLE,107.0,1.940505551e-05,0
220(A) PC-ASLT:W/INTENT TO RAPE,107.0,1.940505551e-05,Violent
484E(3) PC-PT OF CREDT CARD:SELL W/INT DEFRAUD,107.0,1.940505551e-05,0
273.5(F)(2) PC-INFCT INJ:SPS W/PR SPS BATTRY,107.0,1.940505551e-05,0
34506(A) VC-FAIL TO COMPLY:DRIVING HOURS/ETC,106.0,1.922369985e-05,0
626.10(B) PC-POSS WPN/ETC ON CAMPUS:NOT F/ARM,105.0,1.904234419e-05,0
220/261 PC-ASSAULT TO COMMIT RAPE,105.0,1.904234419e-05,Violent
4501.1(A) PC-AGGRAVATD BAT:GASSING BY PRISONER,105.0,1.904234419e-05,0
186.10(A) PC-MONEY LAUNDERING,105.0,1.904234419e-05,0
11530.5 HS-POSSESS MARIJUANA FOR SALE,104.0,1.886098853e-05,0
640(B)(1) PC-EAT/DRINK PUBLIC TRANSIT SYSTEM,104.0,1.886098853e-05,0
6501/2 PC-COMMIT ACTS AGAINST PUBLIC PEACE,104.0,1.886098853e-05,0
447A PC-ARSON,104.0,1.886098853e-05,Property
415(1)(2)(3) PC-FIGHT/NOISE/OFFENSIVE WORDS,103.0,1.867963287e-05,0
12403.7(G) PC-ILL USE OF TEARGAS/TEARGAS WPN,103.0,1.867963287e-05,0
290.018(G) PC-290 VIOL TRAN 30 DY UPDTE,103.0,1.867963287e-05,0
10851(E) VC-TAKE VEH:NO CONSENT:SPEC PRIOR,103.0,1.867963287e-05,0
23546(A) VC-THIRD DUI CONV WITHIN 10 YEARS,103.0,1.867963287e-05,0
484E(4) PC-GRAND THEFT OF ACCESS CARD,102.0,1.849827721e-05,0
23153(F) VC-DUI ALCOHOL/DRUGS:CAUSE BODILY INJ,102.0,1.849827721e-05,0
12403.7 PC-ILLEGAL POSS/ETC TEAR GAS/ETC,102.0,1.849827721e-05,0
593D(A) PC-UNAUTHRIZD REC/ETC CABLE TV/ETC SVS,102.0,1.849827721e-05,0
601(A) PC-TRESPASS:RES/ETC:EXECUTE SBI THREAT,101.0,1.831692155e-05,0
653F(D) PC-SOLICIT SPECIFIED H&S ACT W/PR CONV,101.0,1.831692155e-05,0
417(B) PC-EXHIBIT/ETC LOADED FIREARM:SPEC CIRC,101.0,1.831692155e-05,0
12021.1(C) PC-POS/ETC F/ARM:SPECIFIC FELONY,101.0,1.831692155e-05,0
659 PC-COUNSEL/AID IN MISDEMEANOR,101.0,1.831692155e-05,0
24603(A) VC-STOPLAMPS:VEHICLE MUST HAVE,101.0,1.831692155e-05,0
11370.9(A) HS-REC/ETC/CONCEAL/ETC GAINS:C/SUB,100.0,1.813556589e-05,0
640(B)(4) PC-SMOKE/ETC PUBLIC TRANSIT SYSTEM,100.0,1.813556589e-05,0
236.1(A) PC-HUMAN TRAFFICKING/FORCE LABOR,100.0,1.813556589e-05,0
602(H) PC-TRESPASS:DESTROY FENCE/ETC,99.0,1.795421024e-05,0
12220 PC-POSSESS/ETC MACHINE GUN,99.0,1.795421024e-05,0
484I(B) PC-ALT/ETC ACCESS CARD ACCOUNT DATA,99.0,1.795421024e-05,0
22900 PC-SELL TEAR GAS/TEAR GAS WEAPON,99.0,1.795421024e-05,0
311.4(C) PC-USE/ETC UNDR AGE PERSN:OBSCENE MAT,98.0,1.777285458e-05,0
12025(A) PC-CARRY CONCEALED WEAPON,98.0,1.777285458e-05,0
23102(B) VC-MISD DRUNK DRIVING NOT ON HIGHWAY,98.0,1.777285458e-05,0
1054.2 FG-LICENSE/ETC NOT IN POSS/ETC,97.0,1.759149892e-05,0
10501(A) VC-FALSE RPT VEH THEFT:INT TO DECEIVE,97.0,1.759149892e-05,0
415.5(A)(2) PC-LOUD/UNREAS NOISE UNIV/ETC,97.0,1.759149892e-05,0
26708(A)(2) VC-OPR VEHICLE:OBSTRUCT IN VEHICLE,97.0,1.759149892e-05,0
548(A) PC-INJURE/DESTROY/ETC INSURED PROPERTY,97.0,1.759149892e-05,0
415.5(A)(3) PC-OFFENSIVE WORDS UNIV/ETC,97.0,1.759149892e-05,0
647(F) PC-DISORDERLY CONDUCT:ALCOHOL,97.0,1.759149892e-05,0
261.5(D) PC-SEX INTERCOURSE W/MNR -16:PERP 21+,97.0,1.759149892e-05,0
192 PC-MANSLAUGHTER,96.0,1.741014326e-05,0
418 PC-FORCIBLE ENTRY AND DETAINER,96.0,1.741014326e-05,0
666(B) PC-PETTY THFT:W/PR VIOLENT CONVICTION,96.0,1.741014326e-05,0
538D PC-IMPERSONATE PEACE OFFICER,96.0,1.741014326e-05,0
368(E) PC-THEFT OF ELDER/ETC BY CARETAKER,96.0,1.741014326e-05,0
23114(A) VC-IMPROPER VEH:SPILL/ETC LOAD ON HWY,96.0,1.741014326e-05,0
488/490.5(A) PC-PETTY THEFT RETAIL MERCHANDISE,96.0,1.741014326e-05,0
601 WI-DANGER OF LEADING IMMORAL LIFE,95.0,1.72287876e-05,0
375(A) PC-OFFENSIVE/ETC MATTER IN PUBLIC PLACE,95.0,1.72287876e-05,0
14610 VC-UNLAWFUL USE/ETC DRIVER'S LICENSE,95.0,1.72287876e-05,0
4142 BP-SELL HYPO NEEDLE/SYRINGE NO PRESCRIPTN,95.0,1.72287876e-05,0
10980(B) WI-CLAIM AID W/MULTIPLE OR FALSE APP,95.0,1.72287876e-05,0
213(A)(1)(A) PC-ROB 1:INHAB DWELL:IN CONCERT,95.0,1.72287876e-05,0
HEALTH AND SAFETY,95.0,1.72287876e-05,0
12951(B) VC-REFUSE TO GIVE LICENSE TO PO,95.0,1.72287876e-05,0
244.5(B) PC-ASSAULT WITH STUN GUN/TASER,94.0,1.704743194e-05,0
12021(D)(1) PC-CONV PERSN POSS/ETC FIREARM,94.0,1.704743194e-05,0
269(A)(4) PC-AGG SEX ASLT:MNR:ORAL/FEAR/ETC,94.0,1.704743194e-05,0
11383(C)(2) HS-POSS ACID/ETC:MFG METH/ETC,94.0,1.704743194e-05,0
11357(B) HS-POSS MARIJUANA OVER 1 OZ/28.5 GRAM,93.0,1.686607628e-05,0
23104 VC-RECKLESS DRIVING W/INJURY,93.0,1.686607628e-05,0
27600 VC-SPECIFIC VEHICLE FENDER/ETC VIOLATION,93.0,1.686607628e-05,0
12220(A) PC-POSSESS/ETC MACHINE GUN,93.0,1.686607628e-05,0
626.4(D) PC-REMAIN ON CAMPUS W/O CONSENT,92.0,1.668472062e-05,0
300 HN-SINK/ETC/SET ADRIFT VESSEL -10 TON,92.0,1.668472062e-05,0
597(A) PC-CRUELTY TO ANOTHER'S ANIMAL,92.0,1.668472062e-05,0
12101(B)(1) PC-MINOR ILLEGALY POSS LIVE AMMO,92.0,1.668472062e-05,0
5902(A) VC-FAIL NOTIFY DMV:OWNERSHIP TRANSFER,92.0,1.668472062e-05,0
290.011(B) PC-FAIL REG GAIN/LV RESID,92.0,1.668472062e-05,0
11366.6 HS-UTILIZE ROOM/ETC:SPECIFIC CIRCUMST,92.0,1.668472062e-05,0
484.1(A) PC-FALSE INFO/ETC TO PAWNBROKER/ETC,92.0,1.668472062e-05,0
241 PC-ASSAULT ON PERSON,91.0,1.650336496e-05,0
532A PC-FALSE FINANCIAL STATEMENTS,91.0,1.650336496e-05,
368(C) PC-STEAL FROM DEPENDENT ADULT,91.0,1.650336496e-05,0
647(J) PC-INVADE PRIVACY:PEEK IN HOLE:BATHROOM,91.0,1.650336496e-05,0
5202 VC-LICENSE PLATE DISPLAY VIOLATION,91.0,1.650336496e-05,0
487(B)(1)(A) PC-GRAND THEFT:FOWL/FRUIT/ETC,91.0,1.650336496e-05,0
1319.6 PC-RELEASED OWN RECOGNIZANCE:FTA,91.0,1.650336496e-05,0
67 PC-BRIBE EXECUTIVE OFFICER,91.0,1.650336496e-05,0
18 2113(A) US-BANK/ETC ROBBERY,91.0,1.650336496e-05,0
262(A) PC-RAPE OF SPOUSE BY FORCE/ETC,91.0,1.650336496e-05,Violent
220 PC-ASSAULT TO COMMIT MAYHEM,91.0,1.650336496e-05,0
23153 VC-DUI ALCOHOL/DRUGS:CAUSE BODILY INJURY,91.0,1.650336496e-05,0
374.8(B) PC-DUMP HAZARD SUB:ROAD/WATER/ETC,90.0,1.63220093e-05,0
11353(A) HS-SOLICT/ETC MINOR:CNTL SUB/NARCOTIC,90.0,1.63220093e-05,0
666(A) PC-PETTY THEFT:PR SPEC CONV/SEX REG REQ,90.0,1.63220093e-05,0
29650 PC-MINOR ILLEGALLY POSSESS LIVE AMMO,89.0,1.614065365e-05,0
1550.3 PC-CONFINED UNDER GOVERNOR'S WARRANT,89.0,1.614065365e-05,0
261.2/261.3 PC-RAPE W/FORCE & THREAT,89.0,1.614065365e-05,Violent
8 1304 US-FAIL TO CARRY ALIEN REG CERT/ETC,89.0,1.614065365e-05,0
21655.8(A) VC-EXPRESS LANE SOLID YEL LINES VIO,89.0,1.614065365e-05,0
241.2(A) PC-ASSAULT:PERSON ON SCHOOL/PARK PROP,89.0,1.614065365e-05,0
192.3 PC-MANSLAUGHTER/VEHICLE,89.0,1.614065365e-05,0
ESCAPE,88.0,1.595929799e-05,0
29800(B) PC-CONVICTED PERSON POSS/ETC FIREARM,88.0,1.595929799e-05,0
148.5(C) PC-FALSE RPT CRIME TO LAW ENFORCE EMP,88.0,1.595929799e-05,0
245(D)(2) PC-ASLT:W/SEMIAUTO F/ARM:PO/FIREFITR,88.0,1.595929799e-05,0
148.1(A) PC-FALSE BOMB/ETC RPT:PO/MEDIA/ETC,88.0,1.595929799e-05,0
22406.1 VC-COMM VEH XCEED MAX SPEED LIMIT,87.0,1.577794233e-05,0
12031(A)(2)(F) PC-CCLF/ARM:NOT REG OWNER,87.0,1.577794233e-05,0
593 PC-INTERFERE WITH POWER LINE,87.0,1.577794233e-05,0
602(N)(2) PC-TRESPAS:RFUSE LEAVE PRIV PROP:OWN,87.0,1.577794233e-05,0
626.8(A) PC-DISRUPT SCHOOL ACTIVITIES,87.0,1.577794233e-05,0
273(B) PC-PARNT PAID/ETC FOR UNCOMPLETE ADOPTN,87.0,1.577794233e-05,0
148.4(A)(1) PC-TAMPER/ETC WITH FIRE ALARM/ETC,87.0,1.577794233e-05,0
148.1(C) PC-FALSE BOMB/ETC RPT TO ANY PERSON,87.0,1.577794233e-05,0
12094(A) PC-POSS/ETC F/ARM WITHOUT ID MARK,85.0,1.541523101e-05,0
22454(A) VC-PASS/ETC SCH BUS FLASHING RED/ETC,85.0,1.541523101e-05,0
550(A)(6) PC-MAKE/ETC FAKE CLAIM:HEALTH BENE,85.0,1.541523101e-05,0
23153(F) VC-DUI ANY DRUG:CAUSE BODILY INJURY,85.0,1.541523101e-05,0
23223(B) VC-PASSENGER:W/OPEN ALC CONT,85.0,1.541523101e-05,0
182.5 PC-CONSPIRACY COMMIT FELONY:GANG MEMBER,84.0,1.523387535e-05,0
245 PC-ADW PEACE OFFICER/FIREMAN,84.0,1.523387535e-05,0
19706 RT-BANK SUBMT FAKE UNFILD RET:EVADE TAX,84.0,1.523387535e-05,0
22507.8(A) VC-PARK IN SPACE FOR DISABLED,84.0,1.523387535e-05,0
186.33(A) PC-VIOLATE REG REQ:CRIM ST GANG,84.0,1.523387535e-05,0
484E(B) PC-ACQ LOST/ETC ACESS CRD:INT:USE/ETC,84.0,1.523387535e-05,0
23221 VC-DRINK ALCOHOL IN VEHICLE ON HWY,83.0,1.505251969e-05,0
290 PC-REGISTRATION PENDING VERIFICATION,83.0,1.505251969e-05,0
236.1(C) PC-HUMAN TRAFFICKING/-18YRS,83.0,1.505251969e-05,0
266I(A)(2) PC-PANDER PRSN F/PROST:THREAT/ETC,83.0,1.505251969e-05,0
594.1(E) PC-MINOR POSSESS SPRAY PAINT,83.0,1.505251969e-05,0
115 PC-OFFER/ETC FALSE/FORGED INSTRMNT TO FILE,83.0,1.505251969e-05,0
11351(1) HS-POSS NARCOTIC CONTROL SUB FOR/SALE,83.0,1.505251969e-05,0
14610(A)(3) VC-UNLAWFUL DISPLAY/ETC DRV LIC,82.0,1.487116403e-05,0
466.6(A) PC-MAKE VEH/ETC KEY W/O WORK ORDER,82.0,1.487116403e-05,0
30600(A) PC-MFG/SELL/TRANS/ETC ASSAULT WPN,82.0,1.487116403e-05,0
23105 VC-DUI NARCOTIC DRUGS,82.0,1.487116403e-05,0
288A(F) PC-ORAL COP:VIC UNCONSC NATURE OF ACT,82.0,1.487116403e-05,0
487E PC-GRAND THEFT:DOG,82.0,1.487116403e-05,0
4141 BP-UNLICENSED SELL/ETC HYPO NEEDLE/ETC,82.0,1.487116403e-05,0
600(A) PC-WILLFUL HARM/ETC PEACE OFC HORSE/DOG,82.0,1.487116403e-05,0
11364.7 HS-DELIVER/ETC DRUG PARAPHERNALIA,81.0,1.468980837e-05,Drug
245.2 PC-ADW ON TRANSPORTATION PERSONNEL/ETC,81.0,1.468980837e-05,0
404 PC-RIOT,81.0,1.468980837e-05,Public Order
FRAUD,81.0,1.468980837e-05,0
182(A)(2) PC-CONSPIRACY:FALSE/ETC INDICTMENT,81.0,1.468980837e-05,0
TRANSFER,81.0,1.468980837e-05,0
663 PC-ATTEMPTED CRIME/OFFENSE PERPETRATED,81.0,1.468980837e-05,0
470 PC-FORGERY/CREDIT CARD,81.0,1.468980837e-05,0
640B PC-MFG SLUG/ILLEGAL USE OF PAY TELEPHONE,81.0,1.468980837e-05,0
26100(A) PC-VEH DRVR/OWNR PERMIT F/ARM IN VEH,80.0,1.450845272e-05,0
DESERTION,80.0,1.450845272e-05,0
653F(A) PC-SOLICIT SPECIFIED  CRIMINAL ACTS,80.0,1.450845272e-05,0
40302(B) VC-FAIL PROVIDE WRITEN PROMISE:ARREST,80.0,1.450845272e-05,0
25661(A) BP-POSSESS/USE FALSE EVIDENCE OF AGE,80.0,1.450845272e-05,0
241.6 PC-ASSAULT ON SCHOOL EMPLOYEE,79.0,1.432709706e-05,0
12031(A)(2)(D) PC-CARRY LOAD F/ARM:PROHIB/ETC,79.0,1.432709706e-05,0
602(B) PC-TRESPASS:REMOVE TIMBER,79.0,1.432709706e-05,0
12022(B) PC-WITH USE OF WEAPON,79.0,1.432709706e-05,0
529A PC-POSS/ETC BIRTH/BAPTISM CERT TO DECEIVE,79.0,1.432709706e-05,0
498(B)(4) PC-THEFT OF UTILITY SERVICES,79.0,1.432709706e-05,0
487A(A) PC-GRAND THEFT:ANIMAL CARCASS,79.0,1.432709706e-05,0
288A(C)(2)(A) PC-ORAL COP:USE OF FORCE/INJURY,79.0,1.432709706e-05,0
DEPORTATION,79.0,1.432709706e-05,0
23106 VC-DUI NONNARCOTIC DRUGS,79.0,1.432709706e-05,0
602(H)(1) PC-TRESPASS:POSTED LAND/BUILDING,78.0,1.41457414e-05,0
666/488 PC-THEFT WITH PRIOR CONVICTION,78.0,1.41457414e-05,0
ILLEGAL ALIEN,78.0,1.41457414e-05,0
243.4(C) PC-SEXUAL BATT:RESTRAINED PERSON,78.0,1.41457414e-05,0
290(A)(1)(C) PC-TRANSIENT SEX OFF FAIL UPD REG,78.0,1.41457414e-05,0
23122 VC-POSSESS OPEN CONTAINER,78.0,1.41457414e-05,0
261.3 PC-RAPE BY FORCE,78.0,1.41457414e-05,Violent
3050 WI-NARC ADDICT COMMITMENT:LOWER CRT CONV,78.0,1.41457414e-05,0
29825(A) PC-PROHIB BUY/ETC F/ARM:COURT ORD,78.0,1.41457414e-05,0
12034(D) PC-DISCHARGE FIREARM FROM VEHICLE,78.0,1.41457414e-05,0
1370 PC-COMMITTED INSANE,77.0,1.396438574e-05,0
12025(B)(6)(A) PC-CCW ON PERSON:LOADED,77.0,1.396438574e-05,0
23573(I) VC-FAIL INSTALL IGNITION INTRLOCK DEV,77.0,1.396438574e-05,0
27156(B) VC-NOT EQUIPED W/SMOG DEVICE,77.0,1.396438574e-05,0
18 1708 US-MAIL/ETC THEFT/ETC,77.0,1.396438574e-05,0
OBSTRUCT JUSTICE,77.0,1.396438574e-05,0
417.2(A) PC-DRAW/EXHIBIT FIREARM REPLICA,77.0,1.396438574e-05,0
337A.4 PC-RECORD BETS OR WAGERS,77.0,1.396438574e-05,0
1871.4(A)(2) IC-PRES/ETC FALSE/ETC DOC F/COMP,77.0,1.396438574e-05,0
11353 HS-INDUCE/ETC MINOR:CNTL SUB VIOLATION,77.0,1.396438574e-05,0
11353.5 HS-ADLT SUPLY MNR -18 CNTL SUB:SCH/ETC,76.0,1.378303008e-05,0
213(A)(2) PC-ROBBERY:SECOND DEGREE,76.0,1.378303008e-05,0
12020(A)(2) PC-MFG/SELL/ETC:MAGAZINE,76.0,1.378303008e-05,0
12023 BP-SELL COMMODITIES AT GROSS WEIGHT/ETC,75.0,1.360167442e-05,0
640(B)(3) PC-PLAY SOUND EQUIPMENT:PUB TRANSIT,75.0,1.360167442e-05,0
653F(B) PC-SOLICIT TO COMMIT MURDER,75.0,1.360167442e-05,Violent
529.1 PC-PERSONATE TO POST BAIL/SURETY,75.0,1.360167442e-05,0
1203.9 PC-TRANSFER PROBATION SUPERVISION,75.0,1.360167442e-05,0
17.5(A) PC-MANDATORY SUPERVISION,75.0,1.360167442e-05,0
34506.3 VC-FAIL TO COMPLY:INSPECTION RULE/REG,74.0,1.342031876e-05,0
AWOL,74.0,1.342031876e-05,0
480 PC-MAKE/POSSESS COUNTERFEIT PLATES,74.0,1.342031876e-05,0
667.5(A) PC-PR PRISN:NEW VIOL FEL:ENHANCE TERM,74.0,1.342031876e-05,0
12403.7 PC-ILLEGAL POSS TEAR GAS/ETC,74.0,1.342031876e-05,0
449A PC-BURN PERSONAL PROPERTY,74.0,1.342031876e-05,0
220 PC-ASLT:COMMIT RAPE:IN CONCERT WITH OTHER,74.0,1.342031876e-05,Violent
4476 HS-DUMP OFFENSIVE MATTER,73.0,1.32389631e-05,0
11482 WI-FALSE STATEMENT TO OBTAIN AID,73.0,1.32389631e-05,0
594.1(A) PC-SELL/FURN SPRAY PAINT TO MINOR,73.0,1.32389631e-05,0
WARRANT/CHARGE UNSPECIFIED,73.0,1.32389631e-05,0
12031(A)(2)(E) PC-CARRY LOADED F/ARM:SPEC PRS,73.0,1.32389631e-05,0
EN ROUTE/HOLD FOR OTHER AGENCY,73.0,1.32389631e-05,0
269(A)(5) PC-AGG SEX ASLT:MINOR W/FOREIGN OBJ,73.0,1.32389631e-05,0
29825(B) PC-PROHIB OWN/POSS F/ARM:COURT ORDER,73.0,1.32389631e-05,0
22406(A) VC-TRUCK/ETC EXCEED 55 MPH SPEED,73.0,1.32389631e-05,0
237(A) PC-FALSE IMPRISONMENT,73.0,1.32389631e-05,0
4461(A) VC-IMPROPER USE/ETC REG:UNAUTHORIZED,73.0,1.32389631e-05,0
11380 HS-USE/ETC MINOR TO VIO CONTROL SUB ACT,73.0,1.32389631e-05,0
2005 FG-USE ARTIFICIAL LIGHT/ETC HUNTING/ETC,72.0,1.305760744e-05,0
137(B) PC-INDUCE FALSE TESTIMONY BY FORCE/ETC,72.0,1.305760744e-05,0
148.3 PC-FALSE REPORT OF EMERGENCY,72.0,1.305760744e-05,0
1993 CP-WARRANT:ABSENT WITNESS,72.0,1.305760744e-05,0
288A(I) PC-ORAL COPULATION:VICTIM INTOX/ETC,72.0,1.305760744e-05,0
836.6(A) PC-ESCAPE/ATT ESCAPE FROM CUSTODY,72.0,1.305760744e-05,Public Order
23224 VC-ALCOHOL IN VEHICLE:-21,72.0,1.305760744e-05,0
502.7(A) PC-FRAUDULENT USE OF TEL/TEL,72.0,1.305760744e-05,0
484 PC-GRAND THEFT,72.0,1.305760744e-05,0
529A PC-DECEIVE WITH FAKE BIRTH/ETC CERT,72.0,1.305760744e-05,0
16240 BP-ENGAGE IN BUSINESS/ETC W/O LIC/ETC,71.0,1.287625178e-05,0
14 700 CA-CA REGS:HUNT OR FISH W/O A LICENSE,71.0,1.287625178e-05,0
602.8 PC-UNAUTH ENTRY POSTED LAND:3 OR MORE PR,71.0,1.287625178e-05,0
278.5(A) PC-VIOLATION OF CUSTODY DECREE,71.0,1.287625178e-05,0
146A PC-IMPERSONATE PUBLIC OFFICER/ETC,71.0,1.287625178e-05,0
481.1(B) PC-POSS/COUNTFEIT/ETC PUB TRANS FARE,71.0,1.287625178e-05,0
4534 PC-ANY PERSON AID ESCAPE,71.0,1.287625178e-05,0
498(B)(5) PC-THEFT OF UTILITY SERVICES,71.0,1.287625178e-05,0
4532(B)(2) PC-ESCAPE JAIL/ETC W/FEL:FORCE/VIOL,70.0,1.269489613e-05,0
18 371 US-CONSPIRE TO DEFRAUD/ETC US AGENCY,70.0,1.269489613e-05,0
12500(C) VC-OPR VEH W/O LIC:OFFSTREET PARKING,70.0,1.269489613e-05,0
303A PC-BEG/SOLICIT PURCHASE OF LIQUOR,70.0,1.269489613e-05,0
19705(A)(1) RT-MAKE/ETC FLS RET/ETC:PERJ DECLR,70.0,1.269489613e-05,0
32210 EC-WILLFULLY DISTURB SCHOOL ZONE,70.0,1.269489613e-05,0
337A.6 PC-MAKE/TAKE BETS ON CONTEST,70.0,1.269489613e-05,0
21 841 US-POSSES W/INT TO MFG/DIST:CNT SUB,70.0,1.269489613e-05,0
26101 VC-EQUIPMENT MODIFYING DEVICE VIOL,70.0,1.269489613e-05,0
1203.35 PC-PROB VIOL:FLASH INCARCERATN 10 DAY,70.0,1.269489613e-05,0
269 PC-AGGRAVATED SEXUAL ASLT OF CHILD,70.0,1.269489613e-05,0
5201(F) VC-OBSTRUCTION OF LIC PLATE,70.0,1.269489613e-05,0
654.1 PC-SELL/ETC PUBLIC TRANSPORTATN W/O LIC,70.0,1.269489613e-05,0
4323 BP-FALSE REP AS DOCTOR/ETC:OBTAIN DRUGS,70.0,1.269489613e-05,0
11501 HS-TRANSPORT/SELL NARCOTICS,70.0,1.269489613e-05,0
502.7(A)(5) PC-OBTAIN TELE/TELE SERV BY FRAUD,69.0,1.251354047e-05,0
191.5 PC-GROSS VEH MANSL WHILE INTOXICATED,69.0,1.251354047e-05,0
11054 WI-FALSE ELIGIBILITY STATEMENT,69.0,1.251354047e-05,0
31360(A) PC-VIOLENT FELON POSSESS BODY ARMOR,69.0,1.251354047e-05,0
23105(A) VC-RECKLESS DRIVING:SPECIFIED INJ,69.0,1.251354047e-05,0
IMPROPER BUSINESS PRACTICE,69.0,1.251354047e-05,0
11370.6 HS-POSS MONEY/ETC FROM SALE/ETC C/SUB,69.0,1.251354047e-05,0
12520 PC-POSSESS SILENCER,69.0,1.251354047e-05,0
498 PC-BYPASS METER TO STEAL GAS,69.0,1.251354047e-05,0
21663 VC-DRIVE ON SIDEWALK VIOL,69.0,1.251354047e-05,0
21710 PC-POSS/MFG/ETC COMPOSITE/WOOD KNUCKLES,68.0,1.233218481e-05,0
24003 VC-VEHICLE WITH UNLAWFUL LAMPS,68.0,1.233218481e-05,0
4000.1 VC-REGISTRATION/ETC:SMOG CERTS VIOL,68.0,1.233218481e-05,0
247(B) PC-SHOOT AT UNOCCUPIED VEHICLE,68.0,1.233218481e-05,0
484I(A) PC-POSSESS INCOMPLETE ACCESS CARD,68.0,1.233218481e-05,0
290(B) PC-FAIL REG/CHG ADD:SEX OFF,67.0,1.215082915e-05,0
404.6(A) PC-CAUSE/ETC RIOT:DESTROY PROP/ETC,67.0,1.215082915e-05,Public Order
12370(A) PC-VIOLENT FELON POSSESS BODY ARMOR,67.0,1.215082915e-05,0
136 PC-PREVENT/DISSUADE WITNESS/VICTIM,67.0,1.215082915e-05,0
286(C)(1) PC-SODOMY:PERSON UNDER 14/ETC,67.0,1.215082915e-05,0
597 PC-CRUELTY TO ANIMAL,67.0,1.215082915e-05,0
14601.5(B) VC-DRIV:LIC SUS/ETC:DRV PRI RESTRD,67.0,1.215082915e-05,0
21201 VC-OPERATE BIKE W/O BRAKES,67.0,1.215082915e-05,0
597J PC-POSSESS GAME COCK FOR FIGHTING,66.0,1.196947349e-05,0
374.3 PC-DUMP WASTE/ROCKS/ETC,66.0,1.196947349e-05,0
148.2 PC-INTERFERE WITH FIREMAN,66.0,1.196947349e-05,0
18710(A) PC-POSSESS DESTRUCTIVE DEVICE,66.0,1.196947349e-05,0
192.2 PC-INVOLUNTARY MANSLAUGHTER,66.0,1.196947349e-05,Violent
12031.5(A) PC-CARRY LOAD F/ARM:PUB PLACE W/PR,66.0,1.196947349e-05,0
2101(A) UI-FALSE STATEMENT/ETC REGARD BENEFIT,66.0,1.196947349e-05,0
487B PC-GRAND THEFT:CONVERT REAL PROPERTY,66.0,1.196947349e-05,0
14601.4(A) VC-DRIVE:LIC REV/ETC:INJ ACCIDENT,65.0,1.178811783e-05,0
548 PC-INJURE/DESTROY/ETC INSURED PROPERTY,65.0,1.178811783e-05,0
487(A) PC-GRANDTHEFT:MONEY/LABOR/PROP$950+,65.0,1.178811783e-05,0
13001 HS-THROW BURNING MATERIAL,65.0,1.178811783e-05,0
337A PC-POOL SELLING/BOOKMAKING,65.0,1.178811783e-05,0
246.3(B) PC-DISCH BB DEVICE:GROSS NEGL MANR,65.0,1.178811783e-05,0
495 PC-REMOVE PART OF REALTY,65.0,1.178811783e-05,0
23220 VC-DRINK WHILE DRIVING,65.0,1.178811783e-05,0
273.6(C) PC-VIO CRT ORD PREVNT DOMES VIOL W/PR,64.0,1.160676217e-05,0
627.2 PC-ENTER/REMAIN SCH GRNDS W/O REGISTRING,64.0,1.160676217e-05,0
290.010 PC-REG FAIL RPT CONCURNT ADD,64.0,1.160676217e-05,0
626.9(A) PC-HAVE LOADED F/ARM PUBLIC/ETC SCH,64.0,1.160676217e-05,0
11555 HS-POSSESS NARCOTIC/DRUG PARAPHERNALIA,63.0,1.142540651e-05,Drug
12403.7(G) PC-TEARGAS/TEARGAS WPN:ILL USE,63.0,1.142540651e-05,0
12031 PC-CARRY LOADED FIREARM IN PUBLIC,63.0,1.142540651e-05,0
11375 HS-POSS FOR SALE/SELL CONTROLLED SUB,63.0,1.142540651e-05,0
40504(B) VC-FAKE SIGNATURE:PROMISE TO APPEAR,63.0,1.142540651e-05,0
640(B)(11)(A) PC-MISUSE/ETC TRANSIT SYS TICKET,63.0,1.142540651e-05,0
243.3 PC-BATT ON TRANSPORTATION PERSONNEL,63.0,1.142540651e-05,0
27400 VC-HEADSET/ETC VIOLATION:VEH/BIKE,63.0,1.142540651e-05,0
4324(B) BP-SECURE DRUGS BY FORGED PRESCRIPTION,63.0,1.142540651e-05,0
273.6(E) PC-DISOBEY DOM REL COURT ORDER/PRS,63.0,1.142540651e-05,0
374.3(H)(1) PC-DUMP/ETC WASTE:COMMERCIAL AMT,63.0,1.142540651e-05,0
243.4(D) PC-SEXUAL BATT:SEXUAL AROUSAL,62.0,1.124405085e-05,0
550(A)(3) PC-FAKE VEH ACCIDENT/ETC:FAKE CLAIM,62.0,1.124405085e-05,0
12022(A) PC-WHILE ARMED,62.0,1.124405085e-05,0
245 PC-ASSAULT W/INTENT TO COMMIT BODILY HARM,62.0,1.124405085e-05,0
192(C)(3) PC-DUI VEH MANSL W/GROSS NEGLIGENCE,62.0,1.124405085e-05,0
10750(A) VC-ALTER/CHANGE VEHICLE ID NUMBER,62.0,1.124405085e-05,0
25602(A) BP-SELL/ETC ALCHOL BEV TO INTOX PERSN,62.0,1.124405085e-05,0
597I PC-MFG/SELL/POSSESS FIGHTING BIRD EQUIP,62.0,1.124405085e-05,0
192.3(B) PC-VEH MANSL W/O GROSS NEGLIGENCE,62.0,1.124405085e-05,0
14014 WI-FALSE ELIGIBILITY DECLARATION,62.0,1.124405085e-05,0
